AgencyCd,SiteNo,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityDepthHeightMeasureValue,ActivityDepthHeightMeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityCommentText,SampleCollectionMethodIdentifier,SampleCollectionMethodContext,SampleCollectionMethodName,ActivityStartDate,ActivityStartTime,ActivityStartTimeZoneCode,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,USGSPCode,ResultSampleFractionText,ResultCommentText,ResultTemperatureBasisText,ResultDetectionConditionText,ResultDepthHeightMeasureValue,ResultDepthHeightUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethodIdentifier,ResultAnalyticalMethodIdentifierContext,ResultAnalyticalMethodName,MethodDescriptionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasureValue,DetectionQuantitationLimitMeasureUnitCode,LaboratoryName,LabAnalysisStartDate,ResultLaboratoryCommentText,PreparationStartDate,Data Provided by
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Carbon dioxide,79,mg/l,,,,Actual,,Total,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",,,,,,Actual,,Dissolved,,,Not Detected,,,,ALGOR,USGS,Computation by NWIS algorithm,,Historical Lower Reporting Limit,0.45,mg/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Organic Nitrogen,0.27,mg/l,,,,Actual,,Dissolved,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Ammonia and ammonium,0.130,mg/l as N,,,,Actual,,Dissolved,,,,,,,CL035,USGS,"Ammonia, wf, ASF salicylate",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Nitrite,0.030,mg/l as N,,,,Actual,,Dissolved,,,,,,,CL040,USGS,"Nitrite, wf, ASF diazotization",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Nitrate,,,,,,Actual,,Dissolved,,,Not Detected,,,,ALGOR,USGS,Computation by NWIS algorithm,,Historical Lower Reporting Limit,0.020,mg/l as N,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Kjeldahl nitrogen,0.40,mg/l as N,,,,Actual,,Dissolved,,,,,,,CL061,USGS,"Phosphorus, wf,microkjeldahl ASF",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Inorganic nitrogen (nitrate and nitrite),,,,,,Actual,,Dissolved,,,Not Detected,,,,CL045,USGS,"NO2+NO3, wf, Cd reduction ASF",,Historical Lower Reporting Limit,0.050,mg/l as N,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Orthophosphate,,,,,,Actual,,Dissolved,,,Not Detected,,,,ALGOR,USGS,Computation by NWIS algorithm,,Historical Lower Reporting Limit,0.031,mg/l asPO4,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Phosphorus,,,,,,Actual,,Dissolved,,,Not Detected,,,,CL061,USGS,"Phosphorus, wf,microkjeldahl ASF",,Historical Lower Reporting Limit,0.01,mg/l as P,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Orthophosphate,,,,,,Actual,,Dissolved,,,Not Detected,,,,CL054,USGS,"Ortho-PO4, wf, ASF phosphomolybd",,Historical Lower Reporting Limit,0.01,mg/l as P,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Organic carbon,0.2,mg/l,,,,Actual,,Dissolved,,,,,,,OX007,USGS,"DOC, 0.45u silver, persulfate IR",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"Hardness, Ca, Mg",18.6,mg/l CaCO3,,,,Actual,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Calcium,4.50,mg/l,,,,Actual,,Dissolved,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Magnesium,1.80,mg/l,,,,Actual,,Dissolved,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Sodium,4.10,mg/l,,,,Actual,,Dissolved,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],0.41,None,,,,Actual,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"Sodium, percent total cations",31,%,,,,Actual,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Potassium,0.60,mg/l,,,,Actual,,Dissolved,,,,,,,AA030,USGS,"Potassium, wf, direct AAS (NWQL)",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Chloride,4.0,mg/l,,,,Actual,,Dissolved,,,,,,,CL031,USGS,"Chloride, wf, ASF thiocyanate",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Sulfate,1.00,mg/l,,,,Actual,,Dissolved,,,,,,,IC022,USGS,"Anions, wf, IC",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Fluoride,,,,,,Actual,,Dissolved,,,Not Detected,,,,IC021,USGS,"Anions, wf,auto IC w/ eluant add",,Historical Lower Reporting Limit,0.1,mg/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Silica,7.80,mg/l,,,,Actual,,Dissolved,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Iron,7.0,ug/l,,,,Actual,,Dissolved,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Manganese,33.0,ug/l,,,,Actual,,Dissolved,,,,,,,PLA11,USGS,"Metals, wf, ICP-AES (NWQL)",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Propachlor,,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.007,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Butylate,,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.0020,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Bromacil,,,,,,Actual,,Dissolved,,,Not Detected,,,,LC027,USGS,"Pest, wf, SPE, lab, HPLC",,Historical Lower Reporting Limit,0.04,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Simazine,,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.005,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Prometon,,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.018,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,2-Chloro-4-isopropylamino-6-amino-s-triazine,,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.002,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Cyanazine,,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.004,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Fonofos,,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.0030,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Tritium,44.0,pCi/L,,,,Actual,,Total,,,,,,,LSC14,USGS,"Tritium,enrich liq scint(Reston)",,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"Depth, from ground surface to well water level",3.41,m,,,,Actual,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,,,,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Dibromomethane,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM53,USGS,"VOCs, purge & trap GC-MS",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Dichlorobromomethane,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Carbon tetrachloride,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,2-Dichloroethane",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Tribromomethane,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Chlorodibromomethane,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Chloroform,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Toluene,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Benzene,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,.alpha.-Hexachlorocyclohexane,,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.0020,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Chlorobenzene,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Chloroethane,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Ethylbenzene,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Methyl bromide,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Chloromethane,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Methylene chloride,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Tetrachloroethylene,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,CFC-11,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,1-Dichloroethane",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,1-Dichloroethene",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,1,1-Trichloroethane",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,1,2-Trichloroethane",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,1,2,2-Tetrachloroethane",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,o-Dichlorobenzene,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM53,USGS,"VOCs, purge & trap GC-MS",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,2-Dichloropropane",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"trans-1,2-Dichloroethylene",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,2,4-Trichlorobenzene",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM11,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"1,3-Dichlorobenzene",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,p-Dichlorobenzene,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"p,p'-DDE",,,,,,Actual,,Dissolved,,,Not Detected,,,,GCM35,USGS,"Pest, high use, SPE, GCMS-SIM",,Historical Lower Reporting Limit,0.006,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,CFC-12,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,Naphthalene,,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM11,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"trans-1,3-Dichloropropene",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
USGS,320011084121501,nwisga.01.99301282,Sample-Routine,Water,,,,,,USGS,USGS,USGS,1993-08-30,17:30:00,EST,"cis-1,3-Dichloropropene",,,,,,Actual,,Recoverable,,,Not Detected,,,,GCM21,USGS,"VOCs, wu, by GC/MS, for NAWQA",,Historical Lower Reporting Limit,0.2,ug/l,,Unknown,,,USGS-GA
