"Month","Year","averagestormflow","day","date"
10,2019,8.73225806451613,"01",2019-10-01
10,2020,4.01804915514593,"01",2020-10-01
10,2021,21.7295285359801,"01",2021-10-01
11,1987,2.57092592592593,"01",1987-11-01
11,1988,9.76488095238095,"01",1988-11-01
11,1989,11.1959899749373,"01",1989-11-01
11,1990,16.541346973572,"01",1990-11-01
11,1991,8.13333333333333,"01",1991-11-01
11,1992,8.87222222222222,"01",1992-11-01
11,1993,24.3458333333333,"01",1993-11-01
11,1994,11.8416666666667,"01",1994-11-01
11,1995,8.5337037037037,"01",1995-11-01
11,1996,57.9166666666667,"01",1996-11-01
11,1997,49.6965838509317,"01",1997-11-01
11,1998,0.99,"01",1998-11-01
11,1999,12.4274509803922,"01",1999-11-01
11,2000,1.96666666666667,"01",2000-11-01
11,2001,2.53589743589744,"01",2001-11-01
11,2002,25.6848717948718,"01",2002-11-01
11,2003,62.629494047619,"01",2003-11-01
11,2004,13.6180303030303,"01",2004-11-01
11,2005,14.2030769230769,"01",2005-11-01
11,2006,33.3111111111111,"01",2006-11-01
11,2007,5.4275,"01",2007-11-01
11,2008,0.964481481481482,"01",2008-11-01
11,2009,6.158,"01",2009-11-01
11,2010,6.22708333333333,"01",2010-11-01
11,2011,29.7078803418803,"01",2011-11-01
11,2012,22.7572753623188,"01",2012-11-01
11,2013,4.85888888888889,"01",2013-11-01
11,2014,1.37045948203843,"01",2014-11-01
11,2015,3.01015151515152,"01",2015-11-01
11,2016,1.18379365079365,"01",2016-11-01
11,2017,23.9882456140351,"01",2017-11-01
11,2018,45.9611324786325,"01",2018-11-01
11,2019,9.22,"01",2019-11-01
11,2020,7.17872294372294,"01",2020-11-01
11,2021,20.4531468531469,"01",2021-11-01
12,1987,4.7584229390681,"01",1987-12-01
12,1988,2.08909370199693,"01",1988-12-01
12,1989,1.22047053116663,"01",1989-12-01
12,1990,66.4277941674324,"01",1990-12-01
12,1991,9.63225806451613,"01",1991-12-01
12,1992,12.8187040181098,"01",1992-12-01
12,1993,7.80161290322581,"01",1993-12-01
12,1994,19.6368523949169,"01",1994-12-01
12,1995,4.80921658986175,"01",1995-12-01
12,1996,121.504112724412,"01",1996-12-01
12,1997,3.17511520737327,"01",1997-12-01
12,1998,0.47741935483871,"01",1998-12-01
12,1999,11.4089184060721,"01",1999-12-01
12,2000,8.38217317487267,"01",2000-12-01
12,2001,3.2737799834574,"01",2001-12-01
12,2002,25.7322580645161,"01",2002-12-01
12,2003,65.5377880184332,"01",2003-12-01
12,2004,34.9365102639296,"01",2004-12-01
12,2005,14.6729553600521,"01",2005-12-01
12,2006,3.63161290322581,"01",2006-12-01
12,2007,14.5147849462366,"01",2007-12-01
12,2008,21.658458781362,"01",2008-12-01
12,2009,22.6312316715543,"01",2009-12-01
12,2010,39.2429280397022,"01",2010-12-01
12,2011,40.3857497341368,"01",2011-12-01
12,2012,17.4244239631336,"01",2012-12-01
12,2013,17.443458781362,"01",2013-12-01
12,2014,4.89974078341014,"01",2014-12-01
12,2015,15.1843453510436,"01",2015-12-01
12,2016,5.41912442396313,"01",2016-12-01
12,2017,1.26548387096774,"01",2017-12-01
12,2018,69.1836722767648,"01",2018-12-01
12,2019,9.41838709677419,"01",2019-12-01
12,2020,45.0173264907136,"01",2020-12-01
