"Month","Year","average_waterlevel","day","date"
4,1988,5.197,"01",1988-04-01
4,1989,5.68448275862069,"01",1989-04-01
4,1990,5.86379310344828,"01",1990-04-01
4,1991,5.61620689655172,"01",1991-04-01
4,1992,6.33833333333333,"01",1992-04-01
4,1993,5.42655172413793,"01",1993-04-01
4,1994,5.655,"01",1994-04-01
4,1995,5.78033333333333,"01",1995-04-01
4,1996,5.716,"01",1996-04-01
4,1997,5.242,"01",1997-04-01
4,1998,5.41733333333333,"01",1998-04-01
4,1999,6.03866666666667,"01",1999-04-01
4,2000,6.10266666666667,"01",2000-04-01
4,2001,6.299,"01",2001-04-01
4,2002,6.61733333333333,"01",2002-04-01
4,2003,6.99366666666667,"01",2003-04-01
4,2004,5.59130434782609,"01",2004-04-01
4,2005,6.519,"01",2005-04-01
4,2006,6.70366666666667,"01",2006-04-01
4,2007,5.895,"01",2007-04-01
4,2008,6.17633333333333,"01",2008-04-01
4,2009,6.19333333333333,"01",2009-04-01
4,2010,6.21766666666667,"01",2010-04-01
4,2011,5.48133333333333,"01",2011-04-01
4,2012,6.10473684210526,"01",2012-04-01
4,2013,5.88966666666667,"01",2013-04-01
4,2014,5.875,"01",2014-04-01
4,2015,5.1604347826087,"01",2015-04-01
4,2016,5.66633333333333,"01",2016-04-01
4,2017,5.47333333333333,"01",2017-04-01
4,2018,5.28766666666667,"01",2018-04-01
4,2019,5.53966666666667,"01",2019-04-01
4,2020,5.27066666666667,"01",2020-04-01
4,2021,6.52266666666667,"01",2021-04-01
5,1988,5.41193548387097,"01",1988-05-01
5,1989,5.57225806451613,"01",1989-05-01
5,1990,5.64903225806452,"01",1990-05-01
5,1991,5.81129032258065,"01",1991-05-01
5,1992,6.46967741935484,"01",1992-05-01
5,1993,5.82516129032258,"01",1993-05-01
5,1994,6.19322580645161,"01",1994-05-01
5,1995,5.70064516129032,"01",1995-05-01
5,1996,5.50225806451613,"01",1996-05-01
5,1997,5.39677419354839,"01",1997-05-01
5,1998,5.2951724137931,"01",1998-05-01
5,1999,6.08064516129032,"01",1999-05-01
5,2000,6.57612903225806,"01",2000-05-01
5,2001,6.70290322580645,"01",2001-05-01
5,2002,6.42935483870968,"01",2002-05-01
5,2003,6.99322580645161,"01",2003-05-01
5,2004,6,"01",2004-05-01
5,2005,6.51322580645161,"01",2005-05-01
5,2006,6.46870967741935,"01",2006-05-01
5,2007,6.44741935483871,"01",2007-05-01
5,2008,6.16322580645161,"01",2008-05-01
5,2009,6.11064516129032,"01",2009-05-01
5,2010,6.18,"01",2010-05-01
5,2011,5.46064516129032,"01",2011-05-01
5,2012,6.17193548387097,"01",2012-05-01
5,2013,6.28064516129032,"01",2013-05-01
5,2014,5.7141935483871,"01",2014-05-01
5,2015,5.86677419354839,"01",2015-05-01
5,2016,5.91096774193548,"01",2016-05-01
5,2017,5.5341935483871,"01",2017-05-01
5,2018,5.52129032258065,"01",2018-05-01
5,2019,5.30096774193548,"01",2019-05-01
5,2020,5.63258064516129,"01",2020-05-01
5,2021,6.1941935483871,"01",2021-05-01
6,1988,5.82586206896552,"01",1988-06-01
6,1989,5.43071428571429,"01",1989-06-01
6,1990,5.99933333333333,"01",1990-06-01
6,1991,6.647,"01",1991-06-01
6,1992,7.043,"01",1992-06-01
6,1993,6.42966666666667,"01",1993-06-01
6,1994,6.903,"01",1994-06-01
6,1995,5.71458333333333,"01",1995-06-01
6,1996,5.982,"01",1996-06-01
6,1997,5.34166666666667,"01",1997-06-01
6,1998,6.03866666666667,"01",1998-06-01
6,1999,6.49782608695652,"01",1999-06-01
6,2000,6.87433333333333,"01",2000-06-01
6,2001,7.41666666666667,"01",2001-06-01
6,2002,6.914,"01",2002-06-01
6,2003,6.75233333333333,"01",2003-06-01
6,2004,6.56933333333333,"01",2004-06-01
6,2005,7.15666666666667,"01",2005-06-01
6,2006,6.805,"01",2006-06-01
6,2007,7.08666666666667,"01",2007-06-01
6,2008,6.44466666666667,"01",2008-06-01
6,2009,6.651,"01",2009-06-01
6,2010,5.77793103448276,"01",2010-06-01
6,2011,6.435,"01",2011-06-01
6,2012,6.97066666666667,"01",2012-06-01
6,2013,6.99866666666667,"01",2013-06-01
6,2014,6.09933333333333,"01",2014-06-01
6,2015,6.15133333333333,"01",2015-06-01
6,2016,6.361,"01",2016-06-01
6,2017,5.978,"01",2017-06-01
6,2018,5.869,"01",2018-06-01
6,2019,5.185,"01",2019-06-01
6,2020,6.48566666666667,"01",2020-06-01
6,2021,6.54466666666667,"01",2021-06-01
7,1988,7.08566666666667,"01",1988-07-01
7,1989,6.115,"01",1989-07-01
7,1990,6.41451612903226,"01",1990-07-01
7,1991,6.97307692307692,"01",1991-07-01
7,1992,7.38258064516129,"01",1992-07-01
7,1993,6.75516129032258,"01",1993-07-01
7,1994,7.09903225806452,"01",1994-07-01
7,1995,6.83769230769231,"01",1995-07-01
7,1996,6.21967741935484,"01",1996-07-01
7,1997,6.28032258064516,"01",1997-07-01
7,1998,6.20548387096774,"01",1998-07-01
7,1999,7.14612903225806,"01",1999-07-01
7,2000,7.59064516129032,"01",2000-07-01
7,2001,7.85225806451613,"01",2001-07-01
7,2002,7.99645161290323,"01",2002-07-01
7,2003,7.25903225806452,"01",2003-07-01
7,2004,6.98689655172414,"01",2004-07-01
7,2005,7.86129032258065,"01",2005-07-01
7,2006,6.748,"01",2006-07-01
7,2007,7.3958064516129,"01",2007-07-01
7,2008,6.55032258064516,"01",2008-07-01
7,2009,7.02903225806452,"01",2009-07-01
7,2010,6.81153846153846,"01",2010-07-01
7,2011,7.30709677419355,"01",2011-07-01
7,2012,7.58,"01",2012-07-01
7,2013,6.77064516129032,"01",2013-07-01
7,2014,6.34258064516129,"01",2014-07-01
7,2015,5.57548387096774,"01",2015-07-01
7,2016,7.03193548387097,"01",2016-07-01
7,2017,5.99225806451613,"01",2017-07-01
7,2018,6.15,"01",2018-07-01
7,2019,5.49741935483871,"01",2019-07-01
7,2020,7,"01",2020-07-01
7,2021,6.87096774193548,"01",2021-07-01
8,1988,7.44193548387097,"01",1988-08-01
8,1989,6.99833333333333,"01",1989-08-01
8,1990,6.58466666666667,"01",1990-08-01
8,1991,7.615,"01",1991-08-01
8,1992,6.7041935483871,"01",1992-08-01
8,1993,7.22774193548387,"01",1993-08-01
8,1994,6.72032258064516,"01",1994-08-01
8,1995,7.10870967741935,"01",1995-08-01
8,1996,6.86516129032258,"01",1996-08-01
8,1997,6.87903225806452,"01",1997-08-01
8,1998,6.92064516129032,"01",1998-08-01
8,1999,7.50416666666667,"01",1999-08-01
8,2000,7.89387096774194,"01",2000-08-01
8,2001,8.31193548387097,"01",2001-08-01
8,2002,8.58935483870968,"01",2002-08-01
8,2003,7.09387096774194,"01",2003-08-01
8,2004,6.5541935483871,"01",2004-08-01
8,2005,8.26870967741936,"01",2005-08-01
8,2006,7.30064516129032,"01",2006-08-01
8,2007,7.52354838709677,"01",2007-08-01
8,2008,7.72354838709677,"01",2008-08-01
8,2009,6.99612903225806,"01",2009-08-01
8,2010,7.13678571428571,"01",2010-08-01
8,2011,7.29387096774194,"01",2011-08-01
8,2012,7.25838709677419,"01",2012-08-01
8,2013,6.98870967741935,"01",2013-08-01
8,2014,6.40933333333333,"01",2014-08-01
8,2015,6.70137931034483,"01",2015-08-01
8,2016,7.10806451612903,"01",2016-08-01
8,2017,6.06032258064516,"01",2017-08-01
8,2018,6.76217391304348,"01",2018-08-01
8,2019,6.35451612903226,"01",2019-08-01
8,2020,7.28724137931034,"01",2020-08-01
8,2021,6.9241935483871,"01",2021-08-01
9,1988,7.57758620689655,"01",1988-09-01
9,1989,7.66433333333333,"01",1989-09-01
9,1990,6.341,"01",1990-09-01
9,1991,8.19266666666667,"01",1991-09-01
9,1992,6.59033333333333,"01",1992-09-01
9,1993,7.43133333333333,"01",1993-09-01
9,1994,6.5125,"01",1994-09-01
9,1995,7.57933333333333,"01",1995-09-01
9,1996,7.01266666666667,"01",1996-09-01
9,1997,6.91733333333333,"01",1997-09-01
9,1998,7.23464285714286,"01",1998-09-01
9,1999,7.82466666666667,"01",1999-09-01
9,2000,8.08172413793103,"01",2000-09-01
9,2001,8.44333333333333,"01",2001-09-01
9,2002,8.90038461538462,"01",2002-09-01
9,2003,7.1,"01",2003-09-01
9,2004,6.31766666666667,"01",2004-09-01
9,2005,8.38633333333333,"01",2005-09-01
9,2006,7.56566666666667,"01",2006-09-01
9,2007,7.49533333333333,"01",2007-09-01
9,2008,7.92566666666667,"01",2008-09-01
9,2009,7.39566666666667,"01",2009-09-01
9,2010,7.619,"01",2010-09-01
9,2011,7.37875,"01",2011-09-01
9,2012,7.60466666666667,"01",2012-09-01
9,2013,7.20933333333333,"01",2013-09-01
9,2014,6.8448275862069,"01",2014-09-01
9,2015,7.141,"01",2015-09-01
9,2016,7.15633333333333,"01",2016-09-01
9,2017,6.71133333333333,"01",2017-09-01
9,2018,6.597,"01",2018-09-01
9,2019,6.69666666666667,"01",2019-09-01
9,2020,7.40566666666667,"01",2020-09-01
9,2021,6.308,"01",2021-09-01
10,1987,7.22,"01",1987-10-01
10,1988,7.72892857142857,"01",1988-10-01
10,1989,7.72047619047619,"01",1989-10-01
10,1990,6.11612903225806,"01",1990-10-01
10,1991,8.08677419354839,"01",1991-10-01
10,1992,6.59258064516129,"01",1992-10-01
10,1993,7.35966666666667,"01",1993-10-01
10,1994,6.63586206896552,"01",1994-10-01
10,1995,7.46645161290323,"01",1995-10-01
10,1996,6.60225806451613,"01",1996-10-01
10,1997,7.11870967741936,"01",1997-10-01
10,1998,7.36464285714286,"01",1998-10-01
10,1999,7.88,"01",1999-10-01
10,2000,7.87,"01",2000-10-01
10,2001,8.50387096774194,"01",2001-10-01
10,2002,8.74483870967742,"01",2002-10-01
10,2003,7.25225806451613,"01",2003-10-01
10,2004,6.8141935483871,"01",2004-10-01
10,2005,8.39129032258064,"01",2005-10-01
10,2006,7.40709677419355,"01",2006-10-01
10,2007,7.71935483870968,"01",2007-10-01
10,2008,7.91741935483871,"01",2008-10-01
10,2009,7.48741935483871,"01",2009-10-01
10,2010,7.51923076923077,"01",2010-10-01
10,2011,6.85741935483871,"01",2011-10-01
10,2012,7.58225806451613,"01",2012-10-01
10,2013,7.35,"01",2013-10-01
10,2014,7.01137931034483,"01",2014-10-01
10,2015,6.91387096774194,"01",2015-10-01
10,2016,7.07806451612903,"01",2016-10-01
10,2017,6.81774193548387,"01",2017-10-01
10,2018,6.23322580645161,"01",2018-10-01
10,2019,6.66225806451613,"01",2019-10-01
10,2020,7.80652173913044,"01",2020-10-01
10,2021,6.54096774193548,"01",2021-10-01
11,1987,7.17310344827586,"01",1987-11-01
11,1988,7.57633333333333,"01",1988-11-01
11,1989,7.564,"01",1989-11-01
11,1990,5.855,"01",1990-11-01
11,1991,8.046,"01",1991-11-01
11,1992,6.39366666666667,"01",1992-11-01
11,1993,6.99066666666667,"01",1993-11-01
11,1994,6.45,"01",1994-11-01
11,1995,7.16166666666667,"01",1995-11-01
11,1996,6.035,"01",1996-11-01
11,1997,6.69633333333333,"01",1997-11-01
11,1998,7.3637037037037,"01",1998-11-01
11,1999,7.69730769230769,"01",1999-11-01
11,2000,7.79666666666667,"01",2000-11-01
11,2001,8.30066666666667,"01",2001-11-01
11,2002,8.57633333333333,"01",2002-11-01
11,2003,6.89666666666667,"01",2003-11-01
11,2004,6.65782608695652,"01",2004-11-01
11,2005,7.96083333333333,"01",2005-11-01
11,2006,6.93666666666667,"01",2006-11-01
11,2007,7.6062962962963,"01",2007-11-01
11,2008,7.789,"01",2008-11-01
11,2009,7.452,"01",2009-11-01
11,2010,7.489,"01",2010-11-01
11,2011,6.45533333333333,"01",2011-11-01
11,2012,7.13466666666667,"01",2012-11-01
11,2013,7.28933333333333,"01",2013-11-01
11,2014,6.69566666666667,"01",2014-11-01
11,2015,6.64033333333333,"01",2015-11-01
11,2016,6.80866666666667,"01",2016-11-01
11,2017,6.175,"01",2017-11-01
11,2018,5.67133333333333,"01",2018-11-01
11,2019,6.53033333333333,"01",2019-11-01
11,2020,7.59033333333333,"01",2020-11-01
11,2021,6.565,"01",2021-11-01
12,1987,6.78652173913043,"01",1987-12-01
12,1988,7.68709677419355,"01",1988-12-01
12,1989,7.62294117647059,"01",1989-12-01
12,1990,5.58064516129032,"01",1990-12-01
12,1991,7.83193548387097,"01",1991-12-01
12,1992,6.08566666666667,"01",1992-12-01
12,1993,6.47516129032258,"01",1993-12-01
12,1994,5.92064516129032,"01",1994-12-01
12,1995,7.1,"01",1995-12-01
12,1996,5.62387096774194,"01",1996-12-01
12,1997,6.28290322580645,"01",1997-12-01
12,1998,7.42677419354839,"01",1998-12-01
12,1999,7.32354838709677,"01",1999-12-01
12,2000,7.56677419354839,"01",2000-12-01
12,2001,7.75096774193548,"01",2001-12-01
12,2002,8.32379310344828,"01",2002-12-01
12,2003,6.21290322580645,"01",2003-12-01
12,2004,6.45290322580645,"01",2004-12-01
12,2005,7.715,"01",2005-12-01
12,2006,6.94774193548387,"01",2006-12-01
12,2007,6.76967741935484,"01",2007-12-01
12,2008,7.32387096774194,"01",2008-12-01
12,2009,7.15935483870968,"01",2009-12-01
12,2010,6.70741935483871,"01",2010-12-01
12,2011,6.17096774193548,"01",2011-12-01
12,2012,6.5741935483871,"01",2012-12-01
12,2013,6.65064516129032,"01",2013-12-01
12,2014,6.49935483870968,"01",2014-12-01
12,2015,6.44,"01",2015-12-01
12,2016,6.45612903225806,"01",2016-12-01
12,2017,6.31612903225806,"01",2017-12-01
12,2018,5.54677419354839,"01",2018-12-01
12,2019,6.47387096774194,"01",2019-12-01
12,2020,7.47516129032258,"01",2020-12-01
